suite,task_id,task,initial_state_index,success,steps,model_calls,inference_median_seconds,inference_p95_seconds,inference_total_seconds,wall_seconds,gpu_board_gross_episode_mJ,peak_gpu_allocated_bytes,tokenizer_variant,timing
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,1,1,81,6,1.1713131237775087,2.6126885833218694,8.94777411967516,49.43813263718039,5808018,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,13,1,116,8,1.1842046892270446,1.2002396755851805,9.485783300362527,67.38783921208233,8198154,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,14,1,77,5,1.183121777139604,1.1906610725447535,5.910698260180652,44.08172190748155,5305515,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,15,1,74,5,1.178299699909985,1.192321859113872,5.90746274869889,42.553130022250116,5120119,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,16,1,79,5,1.1916684629395604,1.2221489237621426,5.983775387518108,45.330247251316905,5380543,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,17,1,73,5,1.1709989747032523,1.218068022467196,5.9136354848742485,41.88379388861358,5048790,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,18,1,81,6,1.1799709126353264,1.1934249019250274,7.083869502879679,47.43467435147613,5807230,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,19,1,81,6,1.1841878867708147,1.1880091174971312,7.097150602377951,47.79974976181984,5877607,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,20,1,79,5,1.182575749233365,1.1871765024960041,5.9032028103247285,46.96924363914877,5584437,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,21,1,78,5,1.176462377421558,1.1847071306779982,5.881818736903369,45.25467252638191,5350490,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,22,1,81,6,1.1760717509314418,1.194201686885208,7.071736610494554,47.87514092307538,5834806,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,23,1,74,5,1.1867867028340697,1.2052595306187868,5.9473731042817235,43.48698762897402,5237945,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,24,1,72,5,1.1802772944793105,1.205818367190659,5.922617533244193,42.728424752131104,5149020,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,25,1,73,5,1.1749772224575281,1.1974933309480549,5.903667510487139,42.66404332406819,5130699,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,26,1,80,5,1.1818513637408614,1.1964255122467875,5.919911404140294,45.96454558521509,5463198,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,27,1,82,6,1.188766770530492,1.2038463689386845,7.148306621238589,49.6289225500077,6010354,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,28,1,76,5,1.171736691147089,1.2028032848611474,5.90278819296509,44.445968984626234,5291184,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,29,1,76,5,1.1711706966161728,1.194235447049141,5.883569396100938,43.59245648048818,5216974,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,30,1,77,5,1.1849352596327662,1.1895506501197814,5.8999247485771775,44.972450122237206,5341073,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,31,1,78,5,1.1883319607004523,1.2127038249745965,5.9691861644387245,45.846617131493986,5388576,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,32,1,76,5,1.174878510646522,1.1934608967974782,5.889223640784621,42.894580624997616,5118325,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,33,1,78,5,1.1786890178918839,1.1988848013803364,5.9035238502547145,46.07369914650917,5428048,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,34,1,76,5,1.182825019583106,1.2057083507999777,5.938208293169737,44.6113858288154,5293532,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,35,1,80,5,1.173469752073288,1.2132569760084153,5.913304514251649,46.577778382226825,5464126,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,36,1,78,5,1.1830464247614145,1.1912772251293062,5.899832606315613,45.274138626642525,5341903,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,37,1,75,5,1.1906370837241411,1.1971727423369884,5.946846570819616,44.42959166131914,5285744,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,38,1,79,5,1.1919360803440213,1.201745806261897,5.957452589645982,45.4205764438957,5362954,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,39,1,77,5,1.1795476311817765,1.185509375296533,5.893111472949386,45.65645225625485,5367019,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,40,1,76,5,1.1699770856648684,1.186849814094603,5.873315523378551,44.36860246676952,5258008,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,1,1,145,10,1.1855914634652436,1.2006695299874992,11.881925055757165,51.90375240612775,7259566,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,2,1,133,9,1.1899251900613308,1.2026369728147983,10.73290784843266,47.99434267170727,6710072,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,3,1,143,9,1.179097211919725,1.231349112279713,10.69884024001658,48.892567939125,6801672,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,4,1,137,9,1.1790335774421692,1.1893729619681834,10.625192035920918,49.47432579100132,6846178,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,5,1,141,9,1.1880893791094422,1.197630849853158,10.689114043489099,49.44764749798924,6854701,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,6,1,139,9,1.1761638019233942,1.1931051008403302,10.611349095590413,49.14172370173037,6830731,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,7,1,124,8,1.1742010819725692,1.184980375971645,9.414330502040684,43.98293374106288,6096408,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,8,1,129,9,1.1857644384726882,1.2550017679110168,10.759142810478806,46.474732470698655,6557028,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,9,1,127,8,1.1837686896324158,1.1982398768886924,9.483009385876358,45.21809639316052,6210675,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,10,1,141,9,1.1790305944159627,1.1868836080655456,10.616303462535143,49.59322907868773,6860731,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,11,1,144,9,1.1756086815148592,1.1795262448489665,10.586367243900895,50.38175940141082,6934236,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,12,1,135,9,1.1904900185763836,1.2028715142980217,10.696489964611828,48.10010324046016,6697788,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,13,1,139,9,1.177145159803331,1.1835427260026337,10.597801585681736,48.44813998416066,6757414,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,14,1,134,9,1.1748647289350629,1.1821590896695853,10.583367774263024,46.950770878233016,6614847,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,15,1,140,9,1.1887203017249703,1.201682499423623,10.721385777927935,51.188578442670405,7013042,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,16,1,142,9,1.1748999040573835,1.1961328979581594,10.60702452622354,50.25177040323615,6943170,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,17,1,131,9,1.1779615562409163,1.1914820091798901,10.631574901752174,46.45374882500619,6562257,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,18,1,140,9,1.1837744759395719,1.198877871595323,10.66558709461242,50.47670413274318,6946842,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,19,1,148,10,1.192197109106928,1.2001304356381297,11.928852954879403,54.005360580049455,7522289,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,20,1,137,9,1.1819466333836317,1.1904141472652554,10.634038995951414,48.96339518390596,6806990,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,21,1,145,10,1.1792593440040946,1.1879711502231658,11.799651306122541,51.233123942278326,7273475,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,22,1,146,10,1.1892060791142285,1.2013701939489692,11.915296588093042,52.912742763757706,7421997,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,23,1,135,9,1.1949850805103779,1.2026971459388733,10.746034502983093,48.79145491775125,6784073,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,24,1,142,9,1.1944697154685855,1.2021469410508872,10.74511785339564,50.59081717394292,6955570,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,25,1,134,9,1.1929391976445913,1.2032342553138733,10.746207492426038,47.92962529323995,6702764,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,26,1,130,9,1.1907248236238956,1.2034285105764866,10.74801002535969,46.65640801843256,6579027,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,27,1,140,9,1.1930189542472363,1.2018749859184026,10.745269171893597,49.04745255969465,6825162,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,28,1,144,9,1.1864287573844194,1.2070289464667439,10.713925319723785,50.541298252530396,6942719,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,29,1,152,10,1.1893187290988863,1.2052906619850545,11.919571784324944,54.722586711868644,7588977,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,30,1,137,9,1.1925862515345216,1.1986433919519186,10.732418848201632,49.80387576762587,6917125,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,31,1,124,8,1.1933359988033772,1.201841914979741,9.546015885658562,43.77524445671588,6087053,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,32,1,145,10,1.1938203116878867,1.202770312083885,11.937469977885485,54.64455331303179,7586320,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,33,1,146,10,1.1850333316251636,1.1949735797476024,11.847642738372087,53.3943785186857,7461369,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,34,1,141,9,1.1795884128659964,1.189088479615748,10.621119017712772,48.846484816633165,6808236,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,35,1,145,10,1.1781716663390398,1.1886578081641346,11.794642405584455,51.453435495495796,7306461,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,36,1,139,9,1.1931272335350513,1.1978168349713088,10.74099338799715,50.443623512052,6975007,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,37,1,137,9,1.1743477452546358,1.1763760114088655,10.569668994285166,50.11065443046391,6924079,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,38,1,141,9,1.1773769417777658,1.1869500003755094,10.6045144777745,48.310034793801606,6774751,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,39,1,125,8,1.190365290734917,1.201503619365394,9.532036745920777,45.14947477821261,6219374,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_object,0,pick up the alphabet soup and place it in the basket,40,1,136,9,1.1877813087776303,1.1983405467122794,10.683017578907311,50.29005039576441,6972577,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,1,1,121,8,1.1778646493330598,1.1929442981258034,9.447718326933682,54.88683735951781,7071688,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,2,1,122,8,1.1929830014705658,1.1965584830380975,9.51953078340739,56.009213073179126,7135243,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,3,1,113,8,1.188800466246903,1.2192211348563433,9.550614982843399,54.071012732572854,6907179,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,4,1,120,8,1.1744113522581756,1.1996644479222596,9.437688881531358,55.1988844582811,7068423,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,5,1,117,8,1.1734223701059818,1.1880970934405923,9.416843701153994,53.270613085478544,6862788,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,6,1,121,8,1.1839994164183736,1.1968874690588565,9.489150282926857,56.509970707818866,7224790,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,7,1,128,8,1.1869184556417167,1.220847507705912,9.556632909923792,57.61531135253608,7312938,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,8,1,125,8,1.1731005585752428,1.2046771605033428,9.436238986440003,59.180395162664354,7421356,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,9,1,124,8,1.1724985288456082,1.186200981028378,9.399245092645288,57.29366691224277,7241804,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,10,1,127,8,1.191081566736102,1.202805660990998,9.527028572745621,58.0660417387262,7330069,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,11,1,133,9,1.1735579567030072,1.2031279988586903,10.620301010087132,59.47975743189454,7731315,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,12,1,132,9,1.185648045502603,1.187260914593935,10.620786433108151,61.527331130579114,7919561,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,13,1,126,8,1.194111187942326,1.2115951957646758,9.559212921187282,57.98887096904218,7371673,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,14,1,122,8,1.1784549038857222,1.2160458362661302,9.489965047687292,56.63066701032221,7202961,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,15,1,128,8,1.1761675057932734,1.1952003056649119,9.430103566497564,58.375194903463125,7380494,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,16,1,118,8,1.1884533669799566,1.1972151633817703,9.508882066234946,55.49110326077789,7101212,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,17,1,117,8,1.1897040884941816,1.2117991437669844,9.518338406458497,54.307965476065874,6984142,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,18,1,109,7,1.1857364233583212,1.1869338086806238,8.275847467593849,50.92675435170531,6457480,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,19,1,121,8,1.1868855329230428,1.192480296920985,9.471300444565713,56.61409786622971,7195791,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,20,1,126,8,1.1859089927747846,1.2180542279500515,9.540578659623861,58.66671402473003,7385216,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,21,1,139,9,1.1738246697932482,1.207933236658573,10.62930562440306,63.60832416359335,8097594,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,22,1,109,7,1.1720513571053743,1.2023816380649806,8.264863554388285,49.796713213436306,6323089,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,23,1,119,8,1.1869549434632063,1.2020817530807109,9.513914631679654,56.77601680252701,7211047,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,24,1,142,9,1.1927418038249016,1.2118184197694064,10.75091362837702,64.58385533187538,8211966,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,25,1,118,8,1.1890492453239858,1.2106841329019518,9.518155339173973,56.23473621532321,7156047,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,26,1,125,8,1.1739392899908125,1.2326821982394904,9.490610940381885,58.46083242353052,7399073,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,27,1,122,8,1.1804909445345402,1.2002284836024046,9.458601407706738,56.49455361254513,7197207,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,28,1,129,9,1.188045953400433,1.2894565934315323,10.975714579224586,61.10372942965478,7850763,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,29,1,122,8,1.1755413287319243,1.1856875092722476,9.416358730755746,55.397067381069064,7134326,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,30,1,109,7,1.1971468105912209,1.1995980579406023,8.34966897405684,49.651068405248225,6349898,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,31,1,128,8,1.1899096379056573,1.212372253322974,9.553061310201883,58.61697824858129,7393081,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,32,1,139,9,1.171822420321405,1.1982897842302918,10.604925866238773,64.63959804549813,8170830,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,33,1,129,9,1.1763552501797676,1.1988453403115273,10.639181946404278,57.988919449970126,7578388,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,34,1,135,9,1.187422594986856,1.2285754619166256,10.758858712390065,63.57462605461478,8101391,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,35,1,121,8,1.1705847373232245,1.206471345992759,9.427683809772134,55.646336811594665,7112679,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,36,1,126,8,1.1753952554427087,1.225374745670706,9.481244074180722,57.26085593458265,7265941,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,37,1,119,8,1.1913636210374534,1.264755962882191,9.62637606356293,55.829644286073744,7158258,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,38,1,120,8,1.1839460963383317,1.190460311388597,9.461234485730529,55.0692583816126,7077025,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,39,1,125,8,1.1846445281989872,1.1899803084786982,9.453905909322202,56.82032768428326,7262362,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
libero_goal,0,open the middle drawer of the cabinet,40,1,107,7,1.1897430950775743,1.2231451712548733,8.375796278938651,49.96796065662056,6355763,5107576832,Wan-AI public VAE; NVIDIA identity unestablished,synchronous
